[00:00:00,000] Speaker 0: OpenAI 很多这个 model release 都有我的名字，这个就是因为我在 OpenAI 的内部搭了整个 post training 的 RL infra。所以整个 post training 的 RL infra 你是最核心的贡献者了？是的，因为我觉得应该打破信息差，信息差是一个就是如果你在清华生存的话是一个很有用的东西，但是我应我觉得每个人都应该平等的拥有这个信息，哪怕当时有了现在的认知那还是做不出来。没有我不想发 paper，我觉得发 paper 完全没有意义。方当时说要搞一个呃 AI lab，就是后面的 DeepSeek。对，我当时是拿了 offer。如果你想进工业界那么读 PhD 就是浪费生命。教一个 researcher 如何做好 engineering 要远比教个 engineer 如何做好 research 来得难。每家的 infra 都有不同程度的 bug，然后谁修 bug，谁修的 bug 越多，那谁的模型训的就越好。Hello 大家好，本期嘉宾翁佳艺，他于 2022 年加入 OpenAI，并且是 OpenAI 一系列模型背后的核心贡献者，从 ChatGPT、GPT-4o 再到 GPT-5，你能看到的每一个模型跃迁背后都有他的身影，而他的核心贡献可以被总结为三个关键词：强化学习、post training。Infra，但对我来说，翁佳毅不只是把模型做得更强的人，在加入 OpenAI 之前他就已经用开源和代码影响过无数人，从在清华开源作业与资料试图打破信息差，到开源强化学习框架天授，做出免费签证查询系统，他把代码工具视作一种慈善。在这期播客我们会从翁佳毅的童年聊起，到清华与 CMU 的求学之路，再到2022年加入 OpenAI 之后的亲身经历，站在世界 AI 风暴中心的他看见了什么？这里是 Why Not TV Podcast，现在请和我一起进入翁佳毅的世界。Hello 嘉毅，欢迎你来到 Why Not TV Podcast。Hello Hello。啊，这个我觉得这期很奇妙的一点就是，我在给你准备这期的 outline 的时候我用的是 GPT-5 的 Deep Research，然后就相当于是你自己在背后作为核心开发者的产品和模型，然后他们自己在做 Deep Research 想这些问题，来采访你是背后他们的生产者是他们的 developer，我觉得这个是一个比较奇妙的闭环。今天我们会谈到很多部分，从你的童年成长，清华的本科经历，到 CMU 读研，再到2022年加入 OpenAI 至今的所有的核心开发的经历，我想先从最早你的童年开始，能不能给我讲讲你觉得你小时候是一个什么样的小孩？我小时候特别喜欢这个学奥数。奥数？对，我从一年级开始就开始学奥数。嗯，就是因为开始的时候呃我爸妈让我去听了这个进修校的一个奥数课跟语文课，然后我对语文完全不感兴趣但是我对奥数就
[00:33:00,000] Speaker 0: 我当时，嗯其实挺，就是整个人状态其实不大好，因为暑研没搞出来。这个周围的同学，比如说去 Stanford，呃去 CMU 暑研，然后都搞出来很多东西，发 paper 都有，一作 paper。呃通常来说你是要发个一作 paper 的，不然的话你会被别人刷下去，这个就很卷没有办法。所以说，我做完暑研然后其实只拿了一个推荐信，但是我也不知道推荐信里面写的什么样，呃然后，呃就是挺没有底的。所以你结果怎么样后来？呃我是对着 PhD 申请的，呃但是我只拿到了 master。因为那个时候我大二，OK，你申请的时候我应该刚刚刚大一大二，然后每年知乎上都有那种19fall你的申请结果怎么样20fall，当时我就看到了你的回答，啊，然后我印象还挺深刻的，当时你就因为我看你履历，啊说图灵奖强推怎么怎么样，结果最后我当时看到你申请结果不好，就没升到 PhD，当时我就觉得哇竞争这么激烈，你自己作为当事人经历那样的申请季，对你来说是一种挫败吗？呃可能还有一点吧但是后面来看也还好，就是嗯，首先我在当时的那个环境，我确实会很大程度上受当时的小环境的影响，PhD 是要比 Master 好的。这个应该是整个清华内部的那种氛围那种鄙视链。是的是的，这个是没有很，这个如果你身在其中你是很难摆脱这个影响的。然后呃，即使是国外的 PhD 跟 Master 跟国内的 PhD 跟 Master 都是一样的，就是 PhD 要好于 Master，因为大家会有一种固有的认知说这个学历越高越好，对于今后的这个发展会更好。呃但是很多时候这个是不成立的。呃真的取决于你到底干了什么。呃然后当时的话我确实是有一点失望的，然后呃我我其实也花了一段时间来调整自己，然后后面觉得我一直以来应该都是想做一些就是呃让自己与众不同的事情。就说你当时可能在尽力地挣脱出固有的那种评价体系。是的是的是的，嗯，是的。呃就是我我我一直以来就是觉得 GPA 不是唯一的一个评价体系，你需要自己在大学里面找到适合自己的评价体系，然后为这个评价体系去奋斗，呃去让自己开心，你即使在 GPA 拿了第
[00:36:00,000] Speaker 0: 一，那么你可以跟往年比一比，跟这个就是其他学院比一比，跟其他学校比一比，这个这个反正有的是人。就是它并不能说你有多么好。我觉得应该这么看，就是从一个需求方的角度看，就比如说呃，如果如果你的最后目的是找工作，那么找工作的人会看重什么？他会更看重你的这个相关的经验，他不会那么看重你的 GPA，因为这个对他来说没有意义。如果你是有呃当前这份工作很匹配的经验，其实可以抵好好几年的工作经历，哪怕你是一个 new grad 都没问题。嗯，因为招人最主要的目的是招进来能用，能干活。所以你在本科时候认识到这一点？呃我在后面认识到了这一点，就是我在 master 的时候认识到这一点。但你本科其实还是在那个评价体系下面。我本科我尝试挣脱这个评价体系，但是我挣脱了一点还没有完全挣脱出来。那一点是什么？呃就是我意识到了应该要创造自己的评价体系而不是用其他人提供的评价体系。我采用了非官方的评价体系，呃就是我的导师给我推荐的评价体系，就是我我一直记得这句话，就是计算机系的评价体系就他认为的有三个指标，呃一个是论文，一个是比赛，还有一个是 GitHub 的 Star 三位数以上。然后我觉得这个这个是确实是有意义的，因为他给我了一个完全不一样的想法，就是不一样的领域，我我其实可以在开源社区搞一些事情，然后让我有一些跟别人与众不同的地方。嗯，这样对于自己的长期的发展是更好的，而不是说这个你你就是花很多时间去学 GPA，呃就是刷 GPA 这种事情。这个我有同感，我觉得我在本科的时候，我也是很早我就意识到，GPA 特别是本科的 GPA 是一个三年之后四年之后你都不用写在简历上的东西。是的。但是呢，那三年四年里面的本科生又不得不把自己百分之八九十的精力放在这上面，因为无论你是找工作还是申请出国还是要保研，都是看 GPA。对。你是怎么处理这个矛盾的？就是一个三年内重要无比的东西和一个三年之后完全不重要的东西。呃我会最低限度的投入，投入就是我会花时间，最低限度的时间来让它达到我想
[00:39:00,000] Speaker 0: 要的这个要求，这个标准，呃再往上一点我都不愿意投，对。多一分都不想花时间啊。对，多一分都不想花时间。够用就行。够用就行，就是就你你，这个这个其实挺简单的，你就算一下这个，就比如说在期末考之前算一下这个，你你你现在已经多少分了，然后你就你就可以安排一下这个这个考试到底要复习要不要复习。对。也就是说你觉得如果现在 GPA 够了，你宁愿那个课考 60 分你就不管了？啊是的，这个是我我一直以来都是这样啊。对，然后呃可能 60 分不太够，就是比如说这个 87 分，87 分是 B+，然后这个我就很满足了，嗯对。我觉得你挣脱了这种嘛，因为比如说你出国这种选择，是那种评价体系给你带来的，是那种氛围给你带来的。呃不是，当时的氛围其实已经是就是呃在国内读书比国外好。一八一九年。呃19年已经是了，对，19就是差不多清华会有百分之只有百分之二十左右，但我们那届更少，因为 COVID 的，然后只有百分之五去出国。你应该是19年12月申请季对不对？对，所以你应该是还在等 offer 的时候就 COVID 了。对，然后你应该比如说拿到 offer 之后美国领事馆就关了。对。你还是坚持要出国？啊是，这个是个很难的选择。因为当时应该是有 COVID，有疫情，然后呃国际政治局势又很动荡，嗯，那你个人的未来还要和这两个息息相关。对。啊那种不确定性下你当时是什么样的状态？呃我觉得我当时可能更专注于手头上的事儿，比如说呃在家里写天寿，在家里写这个退学 online，写这个 Visa 查询系统，我就是只是转移注意力，不要天天去关注一些宏大的国际叙事，而是专注于手头上的事情，这样可能让自己内心更平静一些。好那我们就聊聊那段时间的两个项目，第一个是天寿第二个是退学 online。我们先聊聊天寿吧，天寿刚刚其实你已经讲了，天寿，呃你说动机是因为你觉得当时环境太 overfit 了，然后 RL 其实算法的创新没有那么重要，反而是这个 infra 或者说一个好的 implementation，给我们讲讲为什么做天寿。起因是就是首先我在 19 年 12 月我就有一个很内心有一个强烈的冲动，就说我其实已经写了很多的 RL 的一些实验的代码了，我为什么不把它们整合一下，然后让自己的实验跑得更好，这个是出发点。然后我在二月，就 2020 年 2 月份的时候，一月放假，然后二月就看了一下这个呃 RLlib 的代码。
[00:42:00,000] Speaker 0: 就是在 Ray 下面的 RLlib，然后我本来第一步想的是用 RLlib 来看看能不能改一改，然后来去支持我自己的实验。然后我看了一个月，太复杂了，抽象太多了，然后这个这个这个一个 RLlib 有快几十万行代码，然后就是完全不可能接受，然后我又根本不知道我要改的东西该怎么实现，然后就决定哎不干了，就直接重新手撸。推倒重来？对，推倒重来。我特想知道就是你当时做这个事儿，其实还有功利的考虑吗？因为很多人那段时间就是想做一个 blah blah policy optimization 的 NeurIPS paper。没有，我不想发 paper，我觉得发 paper 完全没有意义。给我们讲讲为什么啊，为什么你已经挣脱出这种评价体系了？首先我已经有 paper 了。啊。我我我觉得多一篇少一篇对我而言没有任何意义，然后呃并且我申请已经够用了。然后呃比赛我也有了，呃 GitHub 三位数可能算有，就比如说我自己搞的那个课程 repo，但是那个不是正儿八经的，我还是想有个正儿八经的三位数。是。好那就是天寿，当时看了 RLlib 之后不好用，然后你当时对 paper 没兴趣，对，呃但你对开源代码是很有兴趣的，是的，你对一个好用的能够推动这个领域前进的一个开源代码非常感兴趣，对，嗯做这个事儿有多难？当时做天手，很简单，两周，只要两周，第一版。没有，第一版有什么算法？好多算法啊，就是就是你对着那个那个就 paper 实现一下就好了。OK，对，就就是如果你把抽象搞对的话，那么实现算法就是可能就是呃二十行不到，二十行不到一个算法。那为什么你两周就能搞出来一个第一版，RLib 能写几十万行？我觉得可能是因为它最开始设计有一点问题，然后因为可能像呃合作的人多了，然后大家都往里面贡献代码，然后最后就变成了项目整个项目会逐渐的腐化。所以你是一个人手撸的，对。所以这种一个人高效的迭代，然后做好一个顶层设计之后就去执行，对，你觉得反而会迸发出更更大的力量。是的，就是我觉得代码可能呃或者说一个项目吧，这个更多的有用的东西是 consistency 一致性，如果这个项目是从头到尾都是一致性的话，那他们就是一个，它就是个好项目。像比如说很多这个项目的腐化都是由于呃不一致性，就比如说两个人
[00:45:00,000] Speaker 0: 或者说十个人，十个人的话就是每个人写了点代码，但是每个人其实都不太知道对面到底写了什么东西。嗯，然后有一些 assumption，有些假设就是没有办法去及时地传递，然后会导致比如说像这个代码在很多地方去复制粘贴，或者说一些不好的行为，然后不断导致这个代码越变越膨胀，然后去腐化。你觉得当时天授啊一炮而红吧可以说挺受欢迎的，你觉得天授做对了什么事？我觉得他抓住了用户需求，就是 researcher 或者说当时的呃科研的干活的人，呃其实都有一个需求，说这个有没有好用好改的 RL 的框架，它能直接用。然后因为天授整个代码短，呃然后抽象做的还可以，就是你知道如果研究一下，然后你会发现你如果改这个地方就一定会对，呃而且只有这一个地方能够改，并且呃就是如果你要支持你的这个 feature 的话，你只有改这个地方才能支持。对，啊就是说别人想改成地方你的设计已经把它设计好了，对，就只能改这儿。是的。嗯，是的。然后像这个呃就是易用性做的还可以，然后想跑什么算法都有。所以当时 PyTorch 第一版是你一个人写的，后面它会慢慢变成一个更多人的 project 了嘛，它就变成一个开源的东西了还是？呃是的，总内在维护。呃变成开源的东西，总内其实没什么人来维护。对，就是直接 open source 了。那那你是怎么避免天寿不发生你刚刚所说的很多人在一起就有不 consistent 这种腐化的问题呢？呃初期的话是因为我有足够的时间，所以说我可以一个人把所有东西全部包了，然后这个肯定是 consistent 的，虽然说这个呃现在看来不大好，呃对于长期发展不大好，但是对于当时的来说还是够用的。然后后期的话就是因为我的重心，因为呃我入职之后可能就没什么时间了，然后我会直接转移给，把整个呃维护权转移给就是社区的人，然后如果他们觉得是对的，那他们就做。就是如果有一个拍板的人，那么这个事情应该就是 consistent。现在来看五年了，天寿成为一个社区的 effort 之后你觉得现在腐化了吗？有一点确实有一点，因为呃我的 context 跟继任者的那个 context 还是有点不一样的，所以说他会呃重写我的一部分代码。嗯，就是我们俩其实没有那么的 consist
[00:48:00,000] Speaker 0: 散弹，所以说还是会有一些腐化的问题。但是我觉得就是长远来看这是可以接受的。嗯，对。第二个 project，哈哈我也是用户，退学。你为啥？你你你不是当时大二嘛，但后来我，暑研，对我暑研的时候也要约签证，然后当时也是需要找最近的时间。OK OK，然后对，当时为什么做这么一个事儿？我自己有需求啊，就就是跟这个做天寿差不多，就是我觉得我的需求我应该，我找了一圈我不知道有什么东西能够满足我的需求，所以说我手撸了一个，不然没有办法。因为当时你应该处在一个一会儿这个领事馆有关那个领事馆也关的状态，要实时地知道哪儿有签证的点位。对啊对啊对啊，然后我觉得我有这个需求，就像比如说最开始我有收集上古学长的作业的需求，我觉得很多人应该有这个需求，所以说我就开源了。然后我有查签证的需求，然后我就写了一个签证的爬虫，然后我就开源了，直接免费给大家使用。这个很受欢迎啊，我昨天晚上看总点击量一百多万，还是当时就一百多万，现在肯定一千多万了，一千多万了吧，嗯，但是很早之前就已经关了，就是因为 COVID 过了之后，然后也没有那么多需求了，所以呃并且这个美国领事馆升级了这个网站，然后当时的那个爬虫用不了了，然后我也没时间写了。嗯对，嗯嗯，所以它完成了它的使命。其实某种程度上这俩都不是太功利的 project，是的，对吧？是的。第一个你也不是为了申请，那是已经发生在你申请之后了，对，你大可以那段时间虽然说 COVID 不能旅游，但是你大可以干点其他的放松的事儿。对啊是啊是啊。然后退学也是一样，对吧？也可以自己弄完之后，所以你还是有一种很内在很强烈的冲动想要去创造一些你觉得有用的、自己需要的事儿，然后把这个东西分享给所有人。是的，就是我想做一些就是呃能够产生影响力的事情，就是哪怕是亏钱也行。嗯，就是比如说做慈善，呃我觉得这个做天寿跟做退学 online 都是做慈善，对，就是完全 non profit 的。嗯，然后做这种慈善项目让我感觉非常满足。所以相比钱，其实 impact 会让你更满足。是的，你觉得你对 impact 的这种追求多久来的？高中的时候。高中的时候为什么会和 impact 相关起来？可能说来有点奇怪，就是我高中的时候突然某一天高三的时候有个 idea 就是
[00:51:00,000] Speaker 0: 突然从我脑子蹦出来，有可能是呃就是未来的某个时候这个往过去的我发送一些信息，然后我意识到了一些东西，就比如说如果人生是一场游戏的话，那么你的游戏的结算分数是呃记得你名字的数量的人。没了？没了。那意味着什么？意味着你需要被更多的人认识。所以你是高中突然有一天你就意识到了，是了，这个东西很重要，我想要让我死之后，在我死的那个瞬间记得我的名字的人越多越好。是了。直到今天你还是以这个度量标准。嗯，可以算是。那我想再往深里问问为什么这个重要呢？呃我当时不觉得这个很重要但是我尝试了一次发现这确实是我想要的东西。就是如果我做的东西能够给他人带来好处的话，那么我我就是首先我自己认可做我做的东西，其次他人也认可我做的东西，然后我会从他他人那边得到一些正反馈。这个可以直接和名望名气 fame 打划划划等号吗？呃不太行因为有一些名望名气可能是不好的。嗯哼，就比如说你坐上了什么什么位置，那你确实很有名望，但是实际上就是这个名望，呃，在别人看来可能对别人的收益可能不是那么多，就是有可能是负面的。呃我想要的是那种就是，呃当然我觉得这个，你不可能对所有人都好，这个是个很难做到的事情，但是我就是我可以尝试到力所能及地对呃我身边的人好，做一些对大家有意义的事儿。所以这个度量标准是做一些对大家有意义的事儿，让更多的人记得你。对。如果我要挑战一下这个观点我会说，那你为什么不自己过得开心就好了呢？为什么需要别人记得你？你觉得想让别人记得自己，想要很多人用你觉得你造出来有用的东西，这个冲动本源是什么？是你害怕被忘记吗？不是。嗯，我觉得人生其实也可以算作一种体验，就是你既然都已经来到这个世界上了，那你为什么不，就是就不要浪费了这段旅程。对，但是为什么不浪费这段旅程得让别人记得你？呃，我发现这儿有一种很有趣的张力啊，因为你刚刚第一点说你想挣脱一些外部的评价标准，嗯，比如说 GPA 啊，比如说高考或者怎么怎么样别人觉得评
[00:54:00,000] Speaker 0: HD 比 master 好，但另外一方面你给自己的这个内生的这个 intrinsic 的这个标准，又是外界的对你的认同。但这个认同并不是官方的认同，就是不是既有评价体系的认同吗？是，是共识。OK，所以你想要摆脱的是呃现有体系和成规的那种评价体系，对，但你更想要的是每个人发自内心的给你点赞。是了。所以这个点赞可以变成你的 GitHub 的那个 star，对，可以变成退学的点击量，对，可以变成比如说你现在 Google Scholar 的 citation，也可以变成你现在 OpenAI 的 model 每天做多少次 inference，对。嗯，你会担心你的这样的标准会变成新的一种成规吗？啊，就是那可能以前上一辈的人是拿 GPA 评价年轻人，嗯，那当你成为再上一辈的时候，你就拿 impact 评价下一辈的年轻人。我只是对我自己这么要求的，我不会对别人这么要求。所以你并不觉得你的标准是可以放之四海而皆准的东西，是的，是的。所以你不喜欢那种被外部的标准推着走，是了。那会不会出现你自己的标准推着你走的这种情况呢？目前还没有吧，就是你如果发出现这种情况你可以改，你可以改自己的评价标准。所以你虽然你有你的标准，但是你不是这个标准的奴隶，就你有你 impact 的标准。是的，就是哪怕不会为它所困。对，但就比如说我，我其实在呃很长一段时间我其实都没有这个开源项目了，但是我也不会觉得这个是一个很困扰我的事情。我倒觉得不担心，我觉得 OpenAI 的 model 就是最好的。啊是，某种程度上你可以这么认为，对。嗯，因为评价体系是一个很简单直接的一个操作，能够快速地筛选人，所以说呃它这个社会发展方式就会收敛到这种呃策略上，所以说短时间内是无法改变的。哪怕你是这个评价体系，在绝大多数人看来也都是胜出者和受益者，其实你也不喜欢这个评价体系。啊是的，就是其实应该更个性化。这是清华，然后在一个风雨飘摇的疫情的那段时间，啊你申请到了 CMU，应该本来预计是应该要 20 年九月入学的，对，当时应该疫情第一学期过去了嘛上网课。就直接在家上网课一直在家上，上了一年，对。啊但当时其实你是不是一入学就得想着找工作的事儿了？对。那个过程是什么样的过程？那个过程就是我开始的时候吊儿郎当的，然后就投了应该是投了十八家。
[00:57:00,000] Speaker 0: 然后最后只收到这个 Google 跟这个 AutoML，就是陈天奇老师的公司。然后当时想着如果我手上只有这两个 offer，那我肯定去 AutoML，我不想去 Google，因为去 Google 没什么意思。这个意思是怎么评判呢？呃，就是你在大厂当螺丝钉，然后做一些自己不是那么喜欢的事儿，就比如说前后端。然后后面就稍微想明白一点，然后后面就再去面试，然后拿了当时的幻方。幻方当时说要搞一个呃 AI Lab，就是后面的 DeepSeek。对，我当时是拿了 offer，对，然后但是我没有去。没有去然后你去了 OpenAI。是的。所以其实现在看起来，如果开天眼的话，你当时面临的选择是 DeepSeek versus OpenAI。是的。所以当时哪怕是幻方那个，也不是去搞量化而是搞 AI。呃，幻方那个就是搞 RL Infra。啊，对，如果我没有其他 offer 的话那我会选择幻方。其他 offer 是指 Octo 之外的其他？呃不是，是比如说 OpenAI 跟我当时应该还有英伟达。英伟达。英伟达也是搞 RL System，然后费尔其实也是，但是费尔最后由于一些些流程原因把我拒了。OK，所以你当时面临的选择应该是幻方 OpenAI、英伟达、TikTok。啊对。呃，FAIR 可能有，然后在这样的选择下面你最后选择了 OpenAI。对，这个选择是怎么做的？我觉得就是，因为我要强调的是这个是 before ChatGPT。对，所以你当时其实你是不知道 ChatGPT is coming 的。啊对，对对对，所以这个选择是怎么做的？呃首先我觉得这个，OpenAI 之前一直在做强化学习，OpenAI 跟 DeepMind 是就是当时 RL 里面搞得最好的两个 research lab。然后我觉得如果我能进那是，我其实当时没有想到这事儿，我没有想到这个我能进这事儿，然后呃我能进我觉得就已经非常好了，然后呃然后我觉得就是我能够有一个机会来体验，就是世界上最前沿的一些 research 它到底是怎么做的，而不是像这个呃就是小作坊一样，就比如说在学校里面，然后就几个 PhD 手搓一个东西，然后没有一些方法论，然后去做一个项目，就我感觉非常别扭，然后我想去学习它到底是怎么样有个方法论去进行一些工业界的研究的。那你当时去 OpenAI 的话，应该是直接是 John Shuman 的组。是的，就是 John Shuman 招的我。啊是他面试的你。对，就
[01:00:00,000] Speaker 0: 我非常感激他，就是我非常感激他能给我这样一个机会。哪怕他离职了，就他离职的那一天我还难过了一个下午，然后把电脑关了，然后什么都不干。嗯嗯，所以他当时其实很欣赏你的。对。嗯。为什么？为什么？你有问过他吗？有，就是因为他觉得就是呃首先，呃他觉得我 GitHub 非常漂亮。啊，他他其实也认可我这个评价体系。嗯，对，然后呃因为因为他，这个应该是他的评价体系的一个指标，然后之前也没有人意识到，然后并且就是招这么一个有良好的呃工程能力的一个这么一个人进来的话对于任何的项目都是有益的。所以你们面试有什么有趣的故事吗？你又怎么 impress 他们？呃就是可能最后一轮面试就是他出一道题，然后出了一道非常 end to end 的一个题，然后很开放性，然后然后他给我三个小时，然后我花了两个小时就做完了。就从头开始写一个东西，然后然后然后我就做完了，然后然后我就跟他说就展示了一下，然后说这个就想展这过程中出现了个 bug，然后但是我现场修了一下，然后也没什么问题，然后反正就是呃，可能他认为我既有一些工程能力，然后同时确实呃实力还可以，呃然后就把我招了。嗯对。然后他的这个面试题只给两个人测过，一个是我还有一个是，应该还有一个是 Andrew，就是现在做 Codex 那个人。嗯对，你们俩都通过了。对，都通过了。所以通过率是百分之百。啊是的。哈哈哈哈。好，我我们马上聊 OpenAI，但是在 OpenAI 之前我其实特好奇，你当时找工作的时候考虑过读 PhD 吗？没有。为什么？因为你接触的一些工业界的人会发现，就是读 PhD 就是如果你想进工业界，那么读 PhD 就是浪费生命。你完全可以以 master 为跳板，然后来凑够 PhD 进工业界的标准，比如你可以在 master 或者说你可以在本科的时候攒够 selection，然后做出一些能够让你与众不同的一些项目，然后让你可以跟同时期的 PhD candidate 通台竞技，然后再看看有什么你可以做的，能够让对方挑选 master 的你，而不是另外一个 PhD。嗯，我觉得是想清楚差异化这个是很关键的，所以你很早就想清楚我未来一定是工业界。对。
[01:03:00,000] Speaker 0: 因为我觉得学术界教书或者当教授太卷了，然后不是我想要的东西，然后我还要去为了一个项目去拉 funding 啊，然后嗯那还不如就是感觉限制很多。那比如说我们是，我们是个公司我们要招，然后有同样的 master 有同样呃有 PhD，你会不会觉得这两种它其实培养的能力都不太一样啊？因为 PhD 更多要培养你的学术的能力对吧？对，你要怎么写好一个 paper 把故事讲圆，对，然后图画得漂亮，对，把这个宣发做好。你觉得这事儿重要吗对于一个公司来说？呃，某种程度上有锻炼，但是那如果和像你这样比较极致的工程能力相比，你你觉得这两种能力在现在这个 AI 的时代会怎么评判这两者谁更有价值？呃现在的时代那当然是工程能力越好就更有价值，呃但是放在当时那个时间点的话那还真不好说，就是所以我当时的做法是我两个都尽量去满足。你自己反正也发过 paper，对，然后开源的 infra work 你也做的很 popular，工程能力也够强。那为什么现在你觉得已经很明显了工程能力是第一呃我来引用一句我同事说的话就是，呃我同事之前也是 RL 的一个 PhD，然后搞了一个很出名的 RL 的 framework，然后他说的一句话就是，教一个 researcher 如何做好 engineering 要远比教一个 engineer 如何做好 research 来得难。呃是因为是这样的，就是呃目前的一些这个，就是 research lab 一些这个探索前沿探索，它其实拼的都是呃 infra 的正确性，如果你 infra 正确那么就是看你单位时间内你能迭代多少次，因为你反正 idea 大不了找人讨论一下然后 idea 就出来了，然后你就验证，你只要能验证好，然后你就相当于这是你的 research work。然后你其实不要动那么多脑子，就是动脑子的人可能是因为已经在这个领域浸染了很久的人，就比如说呃 Alec，然后他在呃这个领域从一开始 GPT-1 的时候就开始弄了，然后他可能有很很很强的这个 research 的直觉，那他动脑子比普通的 PhD 动脑子更有用，然后你就找他讨论就好了，就是 idea 非常便宜，然后你要做的就是你在单位时间内能够验证多少有效的 idea，并且要是正确的 infra，对，正确的结果，对，快速的迭代，是的，而
[01:06:00,000] Speaker 0: 而现在的 PhD 不具备这个能力或者说，呃没有以这个为重点，因为这个对他来，这个对他们而言不重要。因为我认为目前的学术培养体系在于如何有好的一个学术的方向。但是这个方向其实公司里面也有人会有，因为你只要在这个领域工作了比较长的一段时间，你就会有一些研究直觉，然后你就会意识到什么是好的，什么是不好的，什么是该做的，什么是不该做的。所以 idea is cheap. Yeah. 而有一个很强的 engineering skill 把那个 infra 搭对快速地迭代，这个事儿你有了之后，你验证 idea 可能 agent 都能够。是，嗯，因为我的认知范围内是每家的 infra 都有不同程度的 bug，然后谁修 bug，谁修的 bug 越多那谁的模型训得就越好。所以 Llama train 不过 GPT 是因为 Llama 的 bug 太多了？Maybe，我不知道，但是我我可能会这么猜测。所以你很清楚的在很早的时候你就意识到了整个这个 pipeline 要 work，关键不是你的那些算法的创新，而是正确的超参正确的 infra，好的 system 让你快速的迭代。是的。然后呃，并且我不是很愿意去做这个 research 调参这个事儿。对，这个对我来说没有对我没有任何吸引力，我我吸引，就是我更喜欢卖铲子。你喜欢有一个 playground，你把根基搭好让别人去玩，别人去发论文，对你不管了。对，呃然后别人发论文的时候可以可能可以带上我。啊，然后然后你就发现就是 OpenAI 很多这个 model release 都有我的名字，这个就是因为我在 OpenAI 的内部搭了整个 post training 的 RL infra。所以整个 post training 的 RL infra 你是最核心的贡献者吧？是的。然后大家因为大家在之前都是用这个整个 post training RL infra 来训这个 RLHF 的模型，所以每发一个大的 release，每发一个大的这个模型的话，这个我的名字就得放上去。所以你可以算是哦每个 OpenAI 背后的 model 都有你，因为你喜欢卖铲子。对，然后然后并且我是卖卖铲子这个最面向客户的那一位，因为这个 RL 是这个整个 infra 的最顶端。生态位很高。对，所以说这个如果太底层的话你也这个名字可能也不太好。你如果写个 data loader 或者 storage 可能没有那么那个，但你 RL 每个人都想要的一个东西。是的是的是的。好聪明啊！我我之前也想过就是我的这个职业生涯应该怎么发展，然后我我当时定了又定了一个指标，我要最大化我在 OpenAI blog
[01:09:00,000] Speaker 0: 上出现名字的次数。你真的很会给自己写 reward 啊。对，然后这个 reward 那你需要做什么呢？那你肯定是先 infra，因为你如果做这个单个的 research，这个不能 scale up。然后如果你做 infra 的话大家都用你，那所以说你可以 scale up。嗯，对。然后并且我又擅长写 R infra，那所以说这个是一个非常非常适合的机会。这事儿基本上你进了清华之后，这事儿就是你的主线 R infra。对，在今天你还会鼓励，因为你已经过了这个选择了，但我们这个播客的很多观众可能还在本科，他们还在犹豫工业界 vs 学术界的这个选择，你会怎么帮他们去思考这个过程，特别是在 2025 年这样的格局下面。长远来看我还是觉得现代学术界应该要被重构。但现在对自己的未来有抱负的那拨年轻人，他们希望像你这样做出 impact。啊，那他到底是去读个 PhD 还是尽早进入工业界？我觉得还是尽早进入工业界比较好，因为读 PhD 的话你不知道你 PhD 毕业之后会发生什么事情有可能嗯毕业之后，呃这个这个范式已经来了，然后你会发现这个你做的东西可能就没什么用了。如果你的目标函数就是进这个 AI Lab 的话，那么你要先弄清楚一点是，AI Lab 到底需要什么样的人？如果他们更需要 infra 的人，那么你就多做一些 infra 的活，哪怕你没有 PhD degree 也没有关系。因为更重要的是看你的这个经验，呃能不能 match，有没有用。所以现在你觉得 AI Lab 最需要什么样的人？我觉得还是 infra。对，infra 是一个无底洞，就是呃 research 的话就有 research 直觉的就那些人，因为你从 ChatGPT 出来之后，然后这个行业里面干了比如三年以上的人就屈指可数。然后呃当前的问题还是在于 infra，你能不能 scale up，你 scale up 有多少，就是单位时间内你能迭代多少次，然后这直接决定了你的这个生产效率。那听起来不是对 PhD 特别友好的一个环境现在。是的。可能这个也牵扯到一个 gap，我觉得我们俩都有很深的体会，就是因为 RL 的研究学术界就是对着 Atari、Mujoco 这几个 task overfit，调过来调过去就是比你我
